author_id,name,fields_of_study,publication_count,h_index,citation_count,avg_self_similarity,std_self_similarity
A5077549548,Roni Khazaka,Engineering; Physics and Astronomy,131,17,1058,0.484683,0.142412
A5101827863,Arnab Chakraborty,Chemistry; Engineering; Physics and Astronomy,71,17,894,0.322343,0.175542
A5106486811,R. A. Keyes,Physics and Astronomy,19,17,1375,,
A5011803117,Kartiek Agarwal,Physics and Astronomy,73,16,1289,0.551802,0.112631
A5008705003,Lluís Mas-Ribas,Physics and Astronomy,46,16,527,0.557938,0.137765
A5002765072,Dmitry Jakobson,Mathematics; Physics and Astronomy,89,16,899,0.545957,0.121215
A5107843709,R. Mantifel,Physics and Astronomy,16,16,1094,,
A5003957484,Cherie K. Day,Physics and Astronomy,47,16,2202,0.569131,0.132723
A5076933969,Rakesh P. Tiwari,Physics and Astronomy; Materials Science; Computer Science,49,16,896,0.527334,0.157955
A5063121209,Luhua Xu,Engineering; Physics and Astronomy; Materials Science,49,16,883,0.506351,0.157669
A5102922159,G. R. Bell,Physics and Astronomy; Engineering; Materials Science,33,16,985,0.522991,0.123829
A5085790984,Sourabh Paul,Physics and Astronomy; Engineering,33,16,900,0.545883,0.144459
A5020705715,R. Snihur,Physics and Astronomy,24,16,800,,
A5060150233,Lipei Du,Physics and Astronomy; Computer Science,121,16,1525,0.524823,0.169891
A5001606007,Dallas Wulf,Physics and Astronomy,66,16,1652,0.498066,0.145945
A5014445298,Margaret A. Livingstone,Physics and Astronomy; Earth and Planetary Sciences,39,16,1655,0.615066,0.120514
A5105502099,X. Li,Physics and Astronomy; Computer Science,160,15,1180,0.358976,0.203141
A5088625410,A Weingartshofer,Physics and Astronomy; Engineering,28,15,930,0.535945,0.186083
A5075426613,Oleg S. Matusovsky,"Medicine; Biochemistry, Genetics and Molecular Biology; Physics and Astronomy",45,15,560,0.484716,0.159209
A5107884378,A. Robichaud-Veronneau,Physics and Astronomy,15,15,705,,
A5071959128,Jinsong Zhang,Engineering; Physics and Astronomy,82,15,802,0.393889,0.145342
A5075205389,Alex S. Baldwin,Neuroscience; Medicine; Physics and Astronomy,84,15,715,0.479136,0.153556
A5115590505,X. Wu,Physics and Astronomy; Medicine,87,15,825,0.201236,0.10096
A5110326582,R. A. Keyes,Physics and Astronomy,16,15,1269,,
A5107895637,A. J. Chuinard,Physics and Astronomy,16,15,884,,
A5107007972,R. A. Keyes,Physics and Astronomy,16,15,1162,,
A5105523107,M. Stoebe,Physics and Astronomy,16,15,1926,,
A5030754226,I. Vollrath,Physics and Astronomy,20,15,974,,
A5113720721,C. Wang,Physics and Astronomy; Materials Science,21,15,1922,0.285831,0.205815
A5111598340,Christian Janicki,Physics and Astronomy; Materials Science; Medicine,48,15,645,0.365319,0.132114
A5107932156,J. P. Mc Gowan,Physics and Astronomy,49,15,696,,
A5105628846,H. Ni,Physics and Astronomy,21,15,1104,,
A5034306829,A. Tomasch,Physics and Astronomy; Medicine,97,15,1633,0.493658,0.152131
A5013558086,Erin Goddard,Neuroscience; Psychology; Physics and Astronomy,53,15,611,0.546051,0.170321
A5001316118,Marcus Merryfield,Physics and Astronomy; Earth and Planetary Sciences; Engineering,21,15,2116,0.723371,0.111746
A5107940604,R. J. Ward,Physics and Astronomy,54,15,688,,
A5041025379,R A Davies,Physics and Astronomy; Engineering,56,15,900,0.387542,0.158401
A5001878249,Ling He,Medicine; Physics and Astronomy,57,15,779,0.249676,0.106906
A5103760053,William L. Hamilton,Computer Science; Physics and Astronomy; Social Sciences,23,15,3488,0.354808,0.19383
A5026530096,M. Z. M. Khan,Engineering; Physics and Astronomy,114,15,774,0.575184,0.132889
A5054643544,Étienne Racine,Physics and Astronomy; Medicine; Mathematics,38,15,1420,0.262694,0.186458
A5010118016,R Le Blanc,Mathematics; Physics and Astronomy; Chemistry,24,15,531,0.553564,0.077759
A5061159046,Jack B. Kelly,Neuroscience; Nursing; Physics and Astronomy,39,15,735,0.382551,0.180409
A5043159673,Reihaneh Rabbany,Physics and Astronomy; Social Sciences; Computer Science,130,15,739,0.384104,0.117338
A5000824634,Amit Kumar,Physics and Astronomy; Engineering,69,15,1219,0.551818,0.174609
A5105539440,R. A. Keyes,Physics and Astronomy,14,14,1007,,
A5105397780,A. Robichaud-Veronneau,Physics and Astronomy,14,14,1119,,
A5045679921,Erin Gibbons,Physics and Astronomy; Engineering; Materials Science,42,14,898,0.269404,0.208968
A5003829931,Ram S. Jakhu,Physics and Astronomy; Engineering; Social Sciences,156,14,681,0.401674,0.138835
A5078076493,Rim Dib,Physics and Astronomy; Earth and Planetary Sciences,45,14,945,0.582484,0.20072
A5107853844,H. Güler,Physics and Astronomy; Computer Science,30,14,1128,,
A5113962522,Martin Vachon,Engineering; Physics and Astronomy,92,14,1122,0.503539,0.127882
A5055757015,Faqrul A. Chowdhury,Materials Science; Energy; Physics and Astronomy,31,14,1526,0.533482,0.151977
A5072825297,Essam Berikaa,Engineering; Physics and Astronomy,50,14,493,0.532095,0.145997
A5112335576,Michel Valliéres,Physics and Astronomy,51,14,557,0.405363,0.139395
A5075286102,Dennis D. Giannacopoulos,Engineering; Physics and Astronomy; Computer Science,99,14,692,0.476662,0.118528
A5054293892,J.H. Loizides,Physics and Astronomy; Computer Science,21,14,578,0.753999,0.016239
A5107938960,K. W. Kwok,Physics and Astronomy,33,14,529,,
A5062157572,Monica Serban,Physics and Astronomy; Medicine,110,14,1242,0.387282,0.134956
A5072851298,C. V. King,Chemistry; Materials Science; Physics and Astronomy,34,14,3016,0.366817,0.280847
A5041754915,Satu Elisa Schaeffer,Physics and Astronomy; Computer Science,57,14,2287,0.337143,0.148357
A5105707834,Duncan Hanson,Physics and Astronomy; Earth and Planetary Sciences,23,14,1315,0.599308,0.136204
A5004110206,Venkat Veerasubramanian,Engineering; Physics and Astronomy,35,14,1070,0.542852,0.11915
A5107948240,K. Nelson,Physics and Astronomy,36,14,436,,
A5109515566,W. S. Ahmed,Physics and Astronomy,24,14,1097,0.542742,0.226897
A5108958067,A. Curtis Hass,"Biochemistry, Genetics and Molecular Biology; Physics and Astronomy; Medicine",24,14,779,0.269674,0.111892
A5108118394,V. Topor Pop,Physics and Astronomy; Engineering,61,14,487,0.52385,0.221877
A5107937601,Xingguo Li,Physics and Astronomy; Computer Science,37,14,926,0.279499,0.155274
A5110516731,Michael Stoebe,Physics and Astronomy; Computer Science,25,14,1446,0.579527,0
A5017966581,Jonathan I. Saari,Materials Science; Engineering; Physics and Astronomy,18,14,641,0.516275,0.180666
A5103252960,Matthew Cameron,Medicine; Physics and Astronomy,42,13,505,0.411166,0.187662
A5106469484,T. Tolba,Physics and Astronomy,15,13,711,0.596172,0.133539
A5107383495,Bryn Arthur Roberts,Physics and Astronomy,46,13,813,,
A5107838632,G. Williams,Physics and Astronomy,16,13,711,,
A5105271624,A. Robichaud-Veronneau,Physics and Astronomy,16,13,1069,,
A5103206426,Devendra Pal,Physics and Astronomy; Agricultural and Biological Sciences; Engineering,91,13,704,0.275725,0.161464
A5045769563,Joanne Alfieri,Medicine; Physics and Astronomy,93,13,837,0.31037,0.132988
A5000009852,Yannick D’Mello,Engineering; Physics and Astronomy,48,13,446,0.417299,0.189696
A5107908302,S. H. Robertson,Physics and Astronomy,21,13,1864,,
A5082152083,Ross D. Markwell,Chemistry; Physics and Astronomy; Environmental Science,32,13,479,0.447927,0.120958
A5002046326,Isabelle Raymond‐Bouchard,"Environmental Science; Biochemistry, Genetics and Molecular Biology; Physics and Astronomy",21,13,555,0.461709,0.162704
A5091821794,Michael L. Sink,Physics and Astronomy,22,13,703,0.404677,0.184434
A5051978634,Dina Goldbaum,Engineering; Materials Science; Physics and Astronomy,22,13,908,0.453954,0.15279
A5041358091,Lena Simine,Physics and Astronomy; Materials Science; Engineering,57,13,604,0.472927,0.142127
A5033625255,Xiang-Yu Wu,Physics and Astronomy; Engineering,57,13,559,0.552872,0.196192
A5004372466,G. Simard,Physics and Astronomy,22,13,806,0.342704,0.246403
A5079870574,Jun Cai,Engineering; Materials Science; Physics and Astronomy,58,13,1099,0.366048,0.121206
A5101991492,Lingchen Kong,Engineering; Physics and Astronomy; Mathematics,35,13,671,0.338655,0.163016
A5012971662,Daniel R. Cooper,Materials Science; Engineering; Physics and Astronomy,23,13,1242,0.47519,0.128745
A5107853552,M. Klemetti,Physics and Astronomy,13,13,1264,,
A5024882880,G. D. Zeiss,Physics and Astronomy; Chemistry; Earth and Planetary Sciences,25,13,1533,0.478065,0.12023
A5047287994,K. A. Gehring,Engineering; Materials Science; Physics and Astronomy,26,13,1466,0.378009,0.12913
A5105822966,C. Nelson,Physics and Astronomy,140,13,741,0.190854,0.130761
A5036185149,Dallas Strandell,Engineering; Materials Science; Physics and Astronomy,19,12,407,0.692678,0.115067
A5108192720,M. R. Guevara,Physics and Astronomy; Medicine; Computer Science,14,12,480,0.528945,0.106264
A5107880494,R. Mantifel,Physics and Astronomy,14,12,1206,,
A5106749078,R. A. Keyes,Physics and Astronomy,14,12,1124,,
A5051298096,B. E. Tetarenko,Physics and Astronomy; Engineering,42,12,719,0.58363,0.213251
A5107939524,C. M. Robles Gajardo,Physics and Astronomy,15,12,427,,
A5065811368,Antoni Tekiel,Engineering; Physics and Astronomy,20,12,373,0.496598,0.202383
A5112489172,A.J. Chuinard,Physics and Astronomy,12,12,1498,,
A5104462193,S. H. Robertson,Physics and Astronomy,16,12,781,,
A5107924957,S. H. Robertson,Physics and Astronomy,12,12,1148,,
A5106469533,A. Robichaud-Veronneau,Physics and Astronomy,12,12,11396,,
A5105262637,M. Klemetti,Physics and Astronomy,12,12,10946,,
A5105232730,M. Stoebe,Physics and Astronomy,12,12,688,,
A5083580976,Shaun Sellers,Materials Science; Engineering; Physics and Astronomy,31,12,436,0.414252,0.177048
A5108003600,M. Robles Manzano,Physics and Astronomy,99,12,530,,
A5010710848,Nathaniel J. Quitoriano,Engineering; Physics and Astronomy; Materials Science,53,12,609,0.452505,0.125732
A5090498186,David Lewis,Physics and Astronomy; Engineering,22,12,831,0.477094,0.180271
A5105627186,R. A. Keyes,Physics and Astronomy,13,12,1121,,
A5036979328,Meiling Deng,Physics and Astronomy,18,12,2083,0.614108,0.122377
A5043931929,Imtiaz Alamgir,Physics and Astronomy; Engineering; Computer Science,70,12,562,0.549103,0.10049
A5074052593,N. MacDonald,"Physics and Astronomy; Biochemistry, Genetics and Molecular Biology",40,12,841,0.254902,0.193304
A5107921509,Z. Li,Physics and Astronomy; Engineering,19,12,408,,
A5107888413,T. Kwan,Physics and Astronomy,19,12,653,,
A5089646100,Bart E. Oldeman,Computer Science; Physics and Astronomy; Mathematics,19,12,2100,0.445556,0.226933
A5101922082,Tianhe Li,Physics and Astronomy; Materials Science; Engineering,27,11,1559,0.446854,0.215321
A5102136168,S. E. Mclachlin,Physics and Astronomy,14,11,398,,
A5076984239,A.M. Lungu,Engineering; Materials Science; Physics and Astronomy,43,11,347,0.350373,0.160273
A5113800884,X. Li,Physics and Astronomy,11,11,413,,
A5103761627,Karen J. Olsen,Physics and Astronomy; Chemistry,44,11,2033,0.199209,0.102687
A5111881516,M. Stoebe,Physics and Astronomy,11,11,936,,
A5069784200,Benoit Palmieri,"Physics and Astronomy; Biochemistry, Genetics and Molecular Biology; Chemistry",28,11,1084,0.402857,0.136213
A5107378046,A. Robichaud-Veronneau,Physics and Astronomy,11,11,1306,,
A5039957125,Adélie Gorce,Physics and Astronomy,44,11,431,0.58891,0.099511
A5030138204,James Man Git Tsui,Physics and Astronomy; Medicine; Neuroscience,74,11,559,0.289836,0.198049
A5102177346,M. Stoebe,Physics and Astronomy,11,11,872,,
A5113299155,K.H. Chang,Physics and Astronomy; Engineering,29,11,663,0.356351,0.143435
A5021102197,Debanjan Sarkar,Physics and Astronomy,29,11,283,0.5826,0.164531
A5074358059,Joshua M. Lapan,Physics and Astronomy; Mathematics,20,11,2611,0.59233,0.155285
A5012361447,Santiago Bernal,Engineering; Physics and Astronomy,45,11,351,0.461423,0.165205
A5112857663,S. H. Robertson,Physics and Astronomy,12,11,615,,
A5005208119,T.I. Totev,Physics and Astronomy,30,11,738,0.640264,0.111222
A5107924591,W. S. Ahmed,Physics and Astronomy,16,11,411,0.607622,0.157176
A5083739422,N. de Takacsy,Physics and Astronomy,31,11,283,0.499403,0.097617
A5109967471,Conrado Pla,Physics and Astronomy; Medicine; Engineering,21,11,421,0.601981,0.09259
A5103388461,Claudia Greco,Physics and Astronomy,21,11,538,0.270493,0.271587
A5089959147,Hamed Bekerat,Physics and Astronomy; Medicine; Engineering,50,11,415,0.379298,0.152284
A5026096668,Arnab Chakraborty,Physics and Astronomy; Engineering,52,11,291,0.416588,0.214584
A5107903729,N. Warrack,Physics and Astronomy,22,11,683,,
A5067325783,Yu‐Shu Cheng,"Medicine; Biochemistry, Genetics and Molecular Biology; Physics and Astronomy",54,11,395,0.22535,0.140419
A5046303240,Michael J. Wilensky,Physics and Astronomy; Engineering,56,11,776,0.596227,0.105933
A5063918788,Yitian Sun,"Biochemistry, Genetics and Molecular Biology; Medicine; Physics and Astronomy",34,11,1799,0.225764,0.132324
A5107233160,A. J. Gilbert,Engineering; Physics and Astronomy,23,11,1164,0.402655,0.23166
A5109607936,J. Neundorf,Physics and Astronomy,17,11,236,,
A5046662880,M. Heffernan,Physics and Astronomy,23,11,821,0.606158,0.126399
A5044567185,Md Hosne Mobarok Shamim,Physics and Astronomy; Engineering,59,11,382,0.511625,0.135572
A5031492596,Xiao Shang,Engineering; Physics and Astronomy,59,11,485,0.274729,0.128647
A5100654848,Jun Zhu,Engineering; Computer Science; Physics and Astronomy,60,11,425,0.318673,0.118867
A5105706845,W. S. Ahmed,Physics and Astronomy,24,11,999,0.69243,0.057516
A5014479717,Norma Ybarra,Medicine; Physics and Astronomy,61,11,302,0.378323,0.14453
A5101501086,Xue Liu,Physics and Astronomy; Computer Science,62,11,556,0.326153,0.112239
A5045364884,Kanchan Dutta,Chemical Engineering; Materials Science; Physics and Astronomy,17,11,425,0.375127,0.223995
A5105832967,D. MacQueen,Physics and Astronomy,13,11,587,,
A5105628910,S. H. Robertson,Physics and Astronomy,13,11,662,,
A5107941400,R. Hulsken,Physics and Astronomy,18,11,416,,
A5039730764,B. N. Subba Rao,Physics and Astronomy,38,11,369,0.505774,0.119758
A5066105866,V. M. Kaspi,Physics and Astronomy; Earth and Planetary Sciences,68,11,551,0.452919,0.132294
A5108237575,N. Provatas,Physics and Astronomy; Materials Science; Mathematics,26,11,726,0.423905,0.128633
A5118983627,Weijia Zhang,Materials Science; Engineering; Physics and Astronomy,41,11,1408,0.292602,0.106658
A5049670343,Youyuan Zhang,Physics and Astronomy; Engineering; Computer Science,41,11,1158,0.329661,0.162544
A5046119311,Heliudson Bernardo,Physics and Astronomy,41,11,338,0.610367,0.089438
A5107938018,J. Lieber Marin,Physics and Astronomy,14,10,247,,
A5107369783,Neil Warrack,Physics and Astronomy; Computer Science,43,10,341,,
A5038904196,C.Y. Kuo,Engineering; Physics and Astronomy,45,10,485,0.471252,0.174539
A5028447521,Zahra Abdali,Medicine; Physics and Astronomy; Materials Science,14,10,277,0.424159,0.133714
A5010490405,Lisa I. Stephens,Chemistry; Physics and Astronomy; Materials Science,14,10,322,0.507555,0.085562
A5107894286,W. S. Ahmed,Physics and Astronomy,15,10,441,0.700304,0.064186
A5108136623,Kevin Michael Nelson,Physics and Astronomy; Computer Science,29,10,690,,
A5072208475,A. A. Gundjian,Physics and Astronomy; Engineering; Chemistry,29,10,252,0.438322,0.104113
A5045489554,A. Stalder,Physics and Astronomy; Engineering,15,10,702,0.43733,0.152123
A5004057531,K. R. S. Balaji,Physics and Astronomy,29,10,458,0.570416,0.080572
A5035172744,Md Moinul Islam Khan,Engineering; Physics and Astronomy,15,10,371,0.604892,0.127215
A5100389959,Yi-Ting Wang,Earth and Planetary Sciences; Environmental Science; Physics and Astronomy,52238,10,690,0.35288,0.162834
A5014610885,Vigneshwaran Krishnamurthy,Physics and Astronomy; Engineering,46,10,266,0.615161,0.093994
A5108144087,J. Montgomery,Physics and Astronomy,31,10,408,0.479894,0.173577
A5107929811,S. H. Robertson,Physics and Astronomy,12,10,1177,,
A5075880476,S. McFee,Engineering; Physics and Astronomy,49,10,401,0.528157,0.103043
A5087473567,B. Rebeiro,Physics and Astronomy,50,10,262,0.472121,0.151695
A5066260817,Thomas Gisiger,Neuroscience; Physics and Astronomy; Computer Science,21,10,755,0.360338,0.255244
A5075221944,Vikram Singh,Engineering; Materials Science; Physics and Astronomy,51,10,320,0.241593,0.126545
A5033651577,P. Pellegrin,Physics and Astronomy,21,10,239,0.334064,0.247915
A5028687709,Xianke Dong,"Engineering; Biochemistry, Genetics and Molecular Biology; Physics and Astronomy",21,10,328,0.509482,0.176083
A5071325107,Sonia Skamene,Medicine; Physics and Astronomy,53,10,1221,0.399092,0.143985
A5021325420,Michael J. Wood,Materials Science; Engineering; Physics and Astronomy,33,10,465,0.321768,0.139219
A5007161492,Eric Whiteway,Materials Science; Physics and Astronomy,33,10,1186,0.586621,0.115745
A5045154331,E. C. Madsen,Physics and Astronomy; Earth and Planetary Sciences,16,10,1703,0.565853,0.131974
A5059671889,R. Gaskell,Physics and Astronomy; Mathematics,34,10,290,0.379886,0.156572
A5100365770,Ke Zhang,Physics and Astronomy; Medicine,37,10,480,0.341597,0.137738
A5110428121,A. J. Chuinard,Physics and Astronomy,10,10,822,,
A5110195538,M. Stoebe,Physics and Astronomy,10,10,675,,
A5011453920,S. Legault,Materials Science; Physics and Astronomy; Engineering,37,10,455,0.325723,0.19603
A5107855575,S. H. Robertson,Physics and Astronomy,10,10,787,,
A5106741909,R. Mantifel,Physics and Astronomy,10,10,816,,
A5105936579,A. Robichaud-Veronneau,Physics and Astronomy,10,10,1504,,
A5034940354,M. Lundy,Physics and Astronomy,65,10,336,0.505051,0.183861
A5105285346,M. Klemetti,Physics and Astronomy,10,10,533,,
A5105182402,R. Mantifel,Physics and Astronomy,10,10,771,,
A5104830335,S. E. Mclachlin,Physics and Astronomy; Medicine,10,10,386,,
A5027859049,Ashfiqua T. Connie,Physics and Astronomy; Materials Science; Computer Science,24,10,848,0.487413,0.241815
A5007140414,Ian Hatton,Environmental Science; Earth and Planetary Sciences; Physics and Astronomy,24,10,1115,0.417244,0.169336
A5021374075,Elizabeth Hillier,Medicine; Physics and Astronomy,67,10,314,0.379513,0.193395
A5078501285,Antoine G. Gagliano,"Biochemistry, Genetics and Molecular Biology; Medicine; Physics and Astronomy",19,10,398,0.427342,0.200082
A5062430804,Benoit Dubuc,Computer Science; Physics and Astronomy; Neuroscience,19,10,848,0.502415,0.152831
A5061242101,Jean-Samuel Roux,Physics and Astronomy,19,10,1160,0.531783,0.204844
