author_id,name,fields_of_study,publication_count,h_index,citation_count,avg_self_similarity,std_self_similarity
A5107853844,H. Güler,Physics and Astronomy; Computer Science,30,14,1128,,
A5113962522,Martin Vachon,Engineering; Physics and Astronomy,92,14,1122,,
A5055757015,Faqrul A. Chowdhury,Materials Science; Energy; Physics and Astronomy,31,14,1526,,
A5072825297,Essam Berikaa,Engineering; Physics and Astronomy,50,14,493,,
A5112335576,Michel Valliéres,Physics and Astronomy,51,14,557,,
A5075286102,Dennis D. Giannacopoulos,Engineering; Physics and Astronomy; Computer Science,99,14,692,,
A5054293892,J.H. Loizides,Physics and Astronomy; Computer Science,21,14,578,,
A5107938960,K. W. Kwok,Physics and Astronomy,33,14,529,,
A5062157572,Monica Serban,Physics and Astronomy; Medicine,110,14,1242,,
A5072851298,C. V. King,Chemistry; Materials Science; Physics and Astronomy,34,14,3016,,
A5041754915,Satu Elisa Schaeffer,Physics and Astronomy; Computer Science,57,14,2287,,
A5105707834,Duncan Hanson,Physics and Astronomy; Earth and Planetary Sciences,23,14,1315,,
A5004110206,Venkat Veerasubramanian,Engineering; Physics and Astronomy,35,14,1070,,
A5107948240,K. Nelson,Physics and Astronomy,36,14,436,,
A5109515566,W. S. Ahmed,Physics and Astronomy,24,14,1097,,
A5108958067,A. Curtis Hass,"Biochemistry, Genetics and Molecular Biology; Physics and Astronomy; Medicine",24,14,779,,
A5108118394,V. Topor Pop,Physics and Astronomy; Engineering,61,14,487,,
A5107937601,Xingguo Li,Physics and Astronomy; Computer Science,37,14,926,,
A5110516731,Michael Stoebe,Physics and Astronomy; Computer Science,25,14,1446,,
A5017966581,Jonathan I. Saari,Materials Science; Engineering; Physics and Astronomy,18,14,641,,
A5103252960,Matthew Cameron,Medicine; Physics and Astronomy,42,13,505,,
A5106469484,T. Tolba,Physics and Astronomy,15,13,711,,
A5107383495,Bryn Arthur Roberts,Physics and Astronomy,46,13,813,,
A5107838632,G. Williams,Physics and Astronomy,16,13,711,,
A5105271624,A. Robichaud-Veronneau,Physics and Astronomy,16,13,1069,,
A5103206426,Devendra Pal,Physics and Astronomy; Agricultural and Biological Sciences; Engineering,91,13,704,,
A5045769563,Joanne Alfieri,Medicine; Physics and Astronomy,93,13,837,,
A5000009852,Yannick D’Mello,Engineering; Physics and Astronomy,48,13,446,,
A5107908302,S. H. Robertson,Physics and Astronomy,21,13,1864,,
A5082152083,Ross D. Markwell,Chemistry; Physics and Astronomy; Environmental Science,32,13,479,,
A5002046326,Isabelle Raymond‐Bouchard,"Environmental Science; Biochemistry, Genetics and Molecular Biology; Physics and Astronomy",21,13,555,,
A5091821794,Michael L. Sink,Physics and Astronomy,22,13,703,,
A5051978634,Dina Goldbaum,Engineering; Materials Science; Physics and Astronomy,22,13,908,,
A5041358091,Lena Simine,Physics and Astronomy; Materials Science; Engineering,57,13,604,,
A5033625255,Xiang-Yu Wu,Physics and Astronomy; Engineering,57,13,559,,
A5004372466,G. Simard,Physics and Astronomy,22,13,806,,
A5079870574,Jun Cai,Engineering; Materials Science; Physics and Astronomy,58,13,1099,,
A5101991492,Lingchen Kong,Engineering; Physics and Astronomy; Mathematics,35,13,671,,
A5012971662,Daniel R. Cooper,Materials Science; Engineering; Physics and Astronomy,23,13,1242,,
A5107853552,M. Klemetti,Physics and Astronomy,13,13,1264,,
A5024882880,G. D. Zeiss,Physics and Astronomy; Chemistry; Earth and Planetary Sciences,25,13,1533,,
A5047287994,K. A. Gehring,Engineering; Materials Science; Physics and Astronomy,26,13,1466,,
A5105822966,C. Nelson,Physics and Astronomy,140,13,741,,
A5036185149,Dallas Strandell,Engineering; Materials Science; Physics and Astronomy,19,12,407,,
A5108192720,M. R. Guevara,Physics and Astronomy; Medicine; Computer Science,14,12,480,,
A5107880494,R. Mantifel,Physics and Astronomy,14,12,1206,,
A5106749078,R. A. Keyes,Physics and Astronomy,14,12,1124,,
A5051298096,B. E. Tetarenko,Physics and Astronomy; Engineering,42,12,719,,
A5107939524,C. M. Robles Gajardo,Physics and Astronomy,15,12,427,,
A5065811368,Antoni Tekiel,Engineering; Physics and Astronomy,20,12,373,,
A5112489172,A.J. Chuinard,Physics and Astronomy,12,12,1498,,
A5104462193,S. H. Robertson,Physics and Astronomy,16,12,781,,
A5107924957,S. H. Robertson,Physics and Astronomy,12,12,1148,,
A5106469533,A. Robichaud-Veronneau,Physics and Astronomy,12,12,11396,,
A5105262637,M. Klemetti,Physics and Astronomy,12,12,10946,,
A5105232730,M. Stoebe,Physics and Astronomy,12,12,688,,
A5083580976,Shaun Sellers,Materials Science; Engineering; Physics and Astronomy,31,12,436,,
A5108003600,M. Robles Manzano,Physics and Astronomy,99,12,530,,
A5010710848,Nathaniel J. Quitoriano,Engineering; Physics and Astronomy; Materials Science,53,12,609,,
A5090498186,David Lewis,Physics and Astronomy; Engineering,22,12,831,,
A5105627186,R. A. Keyes,Physics and Astronomy,13,12,1121,,
A5036979328,Meiling Deng,Physics and Astronomy,18,12,2083,,
A5043931929,Imtiaz Alamgir,Physics and Astronomy; Engineering; Computer Science,70,12,562,,
A5074052593,N. MacDonald,"Physics and Astronomy; Biochemistry, Genetics and Molecular Biology",40,12,841,,
A5107921509,Z. Li,Physics and Astronomy; Engineering,19,12,408,,
A5107888413,T. Kwan,Physics and Astronomy,19,12,653,,
A5089646100,Bart E. Oldeman,Computer Science; Physics and Astronomy; Mathematics,19,12,2100,,
A5101922082,Tianhe Li,Physics and Astronomy; Materials Science; Engineering,27,11,1559,,
A5102136168,S. E. Mclachlin,Physics and Astronomy,14,11,398,,
A5076984239,A.M. Lungu,Engineering; Materials Science; Physics and Astronomy,43,11,347,,
A5113800884,X. Li,Physics and Astronomy,11,11,413,,
A5103761627,Karen J. Olsen,Physics and Astronomy; Chemistry,44,11,2033,,
A5111881516,M. Stoebe,Physics and Astronomy,11,11,936,,
A5069784200,Benoit Palmieri,"Physics and Astronomy; Biochemistry, Genetics and Molecular Biology; Chemistry",28,11,1084,,
A5107378046,A. Robichaud-Veronneau,Physics and Astronomy,11,11,1306,,
A5039957125,Adélie Gorce,Physics and Astronomy,44,11,431,,
A5030138204,James Man Git Tsui,Physics and Astronomy; Medicine; Neuroscience,74,11,559,,
A5102177346,M. Stoebe,Physics and Astronomy,11,11,872,,
A5113299155,K.H. Chang,Physics and Astronomy; Engineering,29,11,663,,
A5021102197,Debanjan Sarkar,Physics and Astronomy,29,11,283,,
A5074358059,Joshua M. Lapan,Physics and Astronomy; Mathematics,20,11,2611,,
A5012361447,Santiago Bernal,Engineering; Physics and Astronomy,45,11,351,,
A5112857663,S. H. Robertson,Physics and Astronomy,12,11,615,,
A5005208119,T.I. Totev,Physics and Astronomy,30,11,738,,
A5107924591,W. S. Ahmed,Physics and Astronomy,16,11,411,,
A5083739422,N. de Takacsy,Physics and Astronomy,31,11,283,,
A5109967471,Conrado Pla,Physics and Astronomy; Medicine; Engineering,21,11,421,,
A5103388461,Claudia Greco,Physics and Astronomy,21,11,538,,
A5089959147,Hamed Bekerat,Physics and Astronomy; Medicine; Engineering,50,11,415,,
A5026096668,Arnab Chakraborty,Physics and Astronomy; Engineering,52,11,291,,
A5107903729,N. Warrack,Physics and Astronomy,22,11,683,,
A5067325783,Yu‐Shu Cheng,"Medicine; Biochemistry, Genetics and Molecular Biology; Physics and Astronomy",54,11,395,,
A5046303240,Michael J. Wilensky,Physics and Astronomy; Engineering,56,11,776,,
A5063918788,Yitian Sun,"Biochemistry, Genetics and Molecular Biology; Medicine; Physics and Astronomy",34,11,1799,,
A5107233160,A. J. Gilbert,Engineering; Physics and Astronomy,23,11,1164,,
A5109607936,J. Neundorf,Physics and Astronomy,17,11,236,,
A5046662880,M. Heffernan,Physics and Astronomy,23,11,821,,
A5044567185,Md Hosne Mobarok Shamim,Physics and Astronomy; Engineering,59,11,382,,
A5031492596,Xiao Shang,Engineering; Physics and Astronomy,59,11,485,,
A5100654848,Jun Zhu,Engineering; Computer Science; Physics and Astronomy,60,11,425,,
A5105706845,W. S. Ahmed,Physics and Astronomy,24,11,999,,
A5014479717,Norma Ybarra,Medicine; Physics and Astronomy,61,11,302,,
A5101501086,Xue Liu,Physics and Astronomy; Computer Science,62,11,556,,
A5045364884,Kanchan Dutta,Chemical Engineering; Materials Science; Physics and Astronomy,17,11,425,,
A5105832967,D. MacQueen,Physics and Astronomy,13,11,587,,
A5105628910,S. H. Robertson,Physics and Astronomy,13,11,662,,
A5107941400,R. Hulsken,Physics and Astronomy,18,11,416,,
A5039730764,B. N. Subba Rao,Physics and Astronomy,38,11,369,,
A5066105866,V. M. Kaspi,Physics and Astronomy; Earth and Planetary Sciences,68,11,551,,
A5108237575,N. Provatas,Physics and Astronomy; Materials Science; Mathematics,26,11,726,,
A5118983627,Weijia Zhang,Materials Science; Engineering; Physics and Astronomy,41,11,1408,,
A5049670343,Youyuan Zhang,Physics and Astronomy; Engineering; Computer Science,41,11,1158,,
A5046119311,Heliudson Bernardo,Physics and Astronomy,41,11,338,,
A5107938018,J. Lieber Marin,Physics and Astronomy,14,10,247,,
A5107369783,Neil Warrack,Physics and Astronomy; Computer Science,43,10,341,,
A5038904196,C.Y. Kuo,Engineering; Physics and Astronomy,45,10,485,,
A5028447521,Zahra Abdali,Medicine; Physics and Astronomy; Materials Science,14,10,277,,
A5010490405,Lisa I. Stephens,Chemistry; Physics and Astronomy; Materials Science,14,10,322,,
A5107894286,W. S. Ahmed,Physics and Astronomy,15,10,441,,
A5108136623,Kevin Michael Nelson,Physics and Astronomy; Computer Science,29,10,690,,
A5072208475,A. A. Gundjian,Physics and Astronomy; Engineering; Chemistry,29,10,252,,
A5045489554,A. Stalder,Physics and Astronomy; Engineering,15,10,702,,
A5004057531,K. R. S. Balaji,Physics and Astronomy,29,10,458,,
A5035172744,Md Moinul Islam Khan,Engineering; Physics and Astronomy,15,10,371,,
A5100389959,Yi-Ting Wang,Earth and Planetary Sciences; Environmental Science; Physics and Astronomy,52238,10,690,,
A5014610885,Vigneshwaran Krishnamurthy,Physics and Astronomy; Engineering,46,10,266,,
A5108144087,J. Montgomery,Physics and Astronomy,31,10,408,,
A5107929811,S. H. Robertson,Physics and Astronomy,12,10,1177,,
A5075880476,S. McFee,Engineering; Physics and Astronomy,49,10,401,,
A5087473567,B. Rebeiro,Physics and Astronomy,50,10,262,,
A5066260817,Thomas Gisiger,Neuroscience; Physics and Astronomy; Computer Science,21,10,755,,
A5075221944,Vikram Singh,Engineering; Materials Science; Physics and Astronomy,51,10,320,,
A5033651577,P. Pellegrin,Physics and Astronomy,21,10,239,,
A5028687709,Xianke Dong,"Engineering; Biochemistry, Genetics and Molecular Biology; Physics and Astronomy",21,10,328,,
A5071325107,Sonia Skamene,Medicine; Physics and Astronomy,53,10,1221,,
A5021325420,Michael J. Wood,Materials Science; Engineering; Physics and Astronomy,33,10,465,,
A5007161492,Eric Whiteway,Materials Science; Physics and Astronomy,33,10,1186,,
A5045154331,E. C. Madsen,Physics and Astronomy; Earth and Planetary Sciences,16,10,1703,,
A5059671889,R. Gaskell,Physics and Astronomy; Mathematics,34,10,290,,
A5100365770,Ke Zhang,Physics and Astronomy; Medicine,37,10,480,,
A5110428121,A. J. Chuinard,Physics and Astronomy,10,10,822,,
A5110195538,M. Stoebe,Physics and Astronomy,10,10,675,,
A5011453920,S. Legault,Materials Science; Physics and Astronomy; Engineering,37,10,455,,
A5107855575,S. H. Robertson,Physics and Astronomy,10,10,787,,
A5106741909,R. Mantifel,Physics and Astronomy,10,10,816,,
A5105936579,A. Robichaud-Veronneau,Physics and Astronomy,10,10,1504,,
A5034940354,M. Lundy,Physics and Astronomy,65,10,336,,
A5105285346,M. Klemetti,Physics and Astronomy,10,10,533,,
A5105182402,R. Mantifel,Physics and Astronomy,10,10,771,,
A5104830335,S. E. Mclachlin,Physics and Astronomy; Medicine,10,10,386,,
A5027859049,Ashfiqua T. Connie,Physics and Astronomy; Materials Science; Computer Science,24,10,848,,
A5007140414,Ian Hatton,Environmental Science; Earth and Planetary Sciences; Physics and Astronomy,24,10,1115,,
A5021374075,Elizabeth Hillier,Medicine; Physics and Astronomy,67,10,314,,
A5078501285,Antoine G. Gagliano,"Biochemistry, Genetics and Molecular Biology; Medicine; Physics and Astronomy",19,10,398,,
A5062430804,Benoit Dubuc,Computer Science; Physics and Astronomy; Neuroscience,19,10,848,,
A5061242101,Jean-Samuel Roux,Physics and Astronomy,19,10,1160,,
A5110660348,Simon Gravel,"Biochemistry, Genetics and Molecular Biology; Materials Science; Physics and Astronomy",28,9,939,,
A5109749701,Xiang-Yu Wu,Physics and Astronomy; Engineering,20,9,488,,
A5113694541,P. M. Patel,Physics and Astronomy,9,9,546,,
A5109853369,P. M. Patel,Physics and Astronomy; Engineering,9,9,470,,
A5107831969,A. Robichaud-Veronneau,Physics and Astronomy,9,9,1308,,
A5107174400,M. Stoebe,Physics and Astronomy,9,9,1240,,
A5056366481,S. Schär,Physics and Astronomy; Engineering,14,9,656,,
A5105919489,S. H. Robertson,Physics and Astronomy; Medicine,9,9,404,,
A5105535967,A. Robichaud-Veronneau,Physics and Astronomy,9,9,343,,
A5105527204,A. Robichaud-Veronneau,Physics and Astronomy,9,9,878,,
A5105469091,M. Klemetti,Physics and Astronomy; Computer Science,9,9,630,,
A5105355127,A. Klier,Physics and Astronomy,9,9,1224,,
A5082117941,Amélie Bouchat,Earth and Planetary Sciences; Environmental Science; Physics and Astronomy,28,9,550,,
A5078623625,Dylan Keating,Physics and Astronomy; Engineering,28,9,340,,
A5107846191,O. Stelzer-Chilton,Physics and Astronomy,11,9,610,,
A5077965446,Muriel K. Corbierre,Materials Science; Chemistry; Physics and Astronomy,9,9,1850,,
A5111926694,Abdeladim Guermoune,Materials Science; Engineering; Physics and Astronomy,15,9,720,,
A5107902749,T. Vafeiadis,Physics and Astronomy,15,9,230,,
A5107335937,Kim Berlo,Earth and Planetary Sciences; Physics and Astronomy; Computer Science,29,9,289,,
A5031755748,S. Al Kharusi,Physics and Astronomy,20,9,491,,
A5033238701,Lang Liu,Physics and Astronomy,47,9,287,,
A5090168710,Patrick Brosseau,Materials Science; Engineering; Physics and Astronomy,21,9,237,,
A5079663471,J H Awbery,Physics and Astronomy; Engineering; Chemistry,50,9,282,,
A5015429099,M. Rouble,Physics and Astronomy; Engineering,32,9,432,,
A5055557978,V. Moreau,Chemistry; Engineering; Physics and Astronomy,33,9,256,,
A5014322687,N. Raza,Physics and Astronomy; Computer Science; Earth and Planetary Sciences,21,9,569,,
A5023867111,Brian McPeak,Physics and Astronomy; Mathematics,33,9,290,,
A5103160657,Yue Liu,Materials Science; Physics and Astronomy,34,9,158,,
A5089629683,Megan Kern,"Biochemistry, Genetics and Molecular Biology; Medicine; Physics and Astronomy",22,9,634,,
A5013747412,Rubana Bahar Priti,Engineering; Physics and Astronomy; Computer Science,22,9,466,,
A5026219121,M. Splettstoesser,Physics and Astronomy,34,9,308,,
A5113684407,Carlos Ruiz‐Vargas,Materials Science; Physics and Astronomy; Engineering,24,9,4353,,
A5110204955,Kevin MacDermid,Physics and Astronomy,24,9,211,,
A5069989482,Laurent P. René de Cotret,Materials Science; Engineering; Physics and Astronomy,17,9,534,,
A5013774990,Arthur E. Grosser,Physics and Astronomy; Chemistry,36,9,326,,
A5045647802,Mehdi Asghari‐Khiavi,Materials Science; Physics and Astronomy; Chemistry,17,9,331,,
A5051003092,Mohsen Rezaei,Engineering; Physics and Astronomy,24,9,345,,
A5107876860,S. H. Robertson,Physics and Astronomy,10,9,484,,
A5106290731,P. M. Patel,Physics and Astronomy,10,9,187,,
A5105398760,P. M. Patel,Physics and Astronomy,10,9,498,,
A5105287907,O. Stelzer-Chilton,Physics and Astronomy,10,9,486,,
A5105233127,S. H. Robertson,Physics and Astronomy; Engineering,10,9,264,,
A5100408520,Xiaoqian Zhang,Computer Science; Physics and Astronomy; Medicine,38,9,342,,
A5111725492,A. Simard,Physics and Astronomy,18,9,514,,
A5100893419,B. Chapleau,Physics and Astronomy,10,9,878,,
A5085093281,G.C. Boisset,Engineering; Physics and Astronomy,18,9,230,,
A5080722445,Alexandre Baksic,Computer Science; Physics and Astronomy,18,9,912,,
A5071245438,Hamed Pishvai Bazargani,Engineering; Physics and Astronomy,25,9,217,,
A5024387365,Matteo Puel,Physics and Astronomy; Earth and Planetary Sciences,18,9,314,,
A5079267263,Anan Lu,Physics and Astronomy,26,9,192,,
A5081979813,F. Jamil Ragep,Physics and Astronomy; Arts and Humanities,71,9,477,,
A5082063550,Newsha Koushki,"Biochemistry, Genetics and Molecular Biology; Physics and Astronomy; Engineering",19,9,324,,
A5029459858,V. Viazlo,Physics and Astronomy,10,8,985,,
A5018624491,Khalid Laaziri,Engineering; Physics and Astronomy; Materials Science,10,8,1001,,
A5013949657,Chenglai Jia,Physics and Astronomy; Engineering,19,8,138,,
A5005702730,Avital Sharir‐Ivry,"Biochemistry, Genetics and Molecular Biology; Materials Science; Physics and Astronomy",19,8,167,,
A5106421183,Kevin Michael Nelson,Physics and Astronomy; Computer Science; Environmental Science,43,8,667,,
A5007100156,Haji Mohammad Saleem,Computer Science; Physics and Astronomy; Social Sciences,10,8,392,,
A5111406654,S. Pashapour,Physics and Astronomy,9,8,506,,
A5107930765,S. H. Robertson,Physics and Astronomy,9,8,401,,
A5105775005,S. Pashapour,Physics and Astronomy,9,8,395,,
A5105309202,B. Stelzer,Physics and Astronomy,9,8,520,,
A5067612363,R.I. Verrall,Physics and Astronomy; Engineering,11,8,171,,
A5091089460,E. S. Moiseev,Physics and Astronomy; Computer Science; Engineering,29,8,310,,
A5062251147,Pranavkumar Pathak,Physics and Astronomy; Engineering,15,8,181,,
A5061014755,Benoit Laurent,Physics and Astronomy,15,8,375,,
A5078773144,X. Li,Physics and Astronomy,16,8,442,,
A5086771419,N. Hemsworth,Materials Science; Physics and Astronomy; Engineering,12,8,332,,
A5081782060,Tarik Zegmott,Physics and Astronomy,32,8,211,,
A5113718301,S. H. Robertson,Physics and Astronomy,8,8,365,,
A5113508691,S. H. Robertson,Physics and Astronomy,8,8,596,,
A5109173062,K. Bhattacharjee,Engineering; Physics and Astronomy; Materials Science,33,8,187,,
A5110199241,S. H. Robertson,Physics and Astronomy,8,8,821,,
A5066491974,Robert Pascua,Physics and Astronomy; Engineering,33,8,567,,
A5063883870,Mohammad Fazel Vafadar,Physics and Astronomy; Engineering; Materials Science,33,8,152,,
A5109457991,A. J. Chuinard,Physics and Astronomy,8,8,560,,
A5056879419,D. Ray,Physics and Astronomy,33,8,212,,
A5112063028,Sivakumaran Nadarajah,Engineering; Physics and Astronomy,55,8,220,,
A5078486035,Y. Lee,Physics and Astronomy; Medicine,22,8,510,,
A5107846892,S. H. Robertson,Physics and Astronomy,8,8,459,,
A5106748678,M. Stoebe,Physics and Astronomy,8,8,957,,
A5106307801,G. Williams,Physics and Astronomy,8,8,593,,
A5105833524,R. Snihur,Physics and Astronomy,8,8,631,,
A5105685584,R. Mantifel,Physics and Astronomy,8,8,760,,
